date,store_id,channel,campaign_name,spend,impressions,clicks,leads
2025-11-05,3,Meta Ads,Leads - Offers,169.49,6367,74,2
2025-11-05,3,TikTok,Awareness - Video,97.81,11715,78,3
2025-11-05,3,Email,Newsletter,45.6,1533,63,2
2025-11-05,4,Google Ads,Search - Service,163.13,3702,166,11
2025-11-05,4,Meta Ads,Retargeting,138.47,5027,83,3
2025-11-05,4,TikTok,Awareness - Video,61.02,5583,61,2
2025-11-05,4,Email,Service Reminder,34.97,1005,34,1
2025-11-06,1,Google Ads,Search - Brand,236.38,6436,208,12
2025-11-06,1,Meta Ads,Leads - Offers,183.64,8624,152,7
2025-11-06,1,TikTok,Awareness - Video,117.19,8654,103,4
2025-11-06,1,Email,Service Reminder,47.95,1035,43,1
2025-11-06,2,Google Ads,Search - Service,158.14,5000,190,9
2025-11-06,2,Meta Ads,Retargeting,121.96,7915,109,5
2025-11-06,2,TikTok,Awareness - Video,105.22,10611,88,2
2025-11-06,2,Email,Service Reminder,36.69,1386,62,2
2025-11-06,3,Google Ads,Search - Used Cars,214.92,7991,352,18
2025-11-06,3,Meta Ads,Leads - SUVs,161.0,11427,219,6
2025-11-06,3,TikTok,Awareness - Video,90.06,11129,151,3
2025-11-06,3,Email,Seasonal Promo,42.85,1672,60,1
2025-11-06,4,Google Ads,Search - Brand,190.39,5266,152,9
2025-11-06,4,Meta Ads,Leads - SUVs,111.45,5761,104,3
2025-11-06,4,TikTok,Leads - Shortform,90.89,5999,80,2
2025-11-06,4,Email,Seasonal Promo,27.04,918,24,1
2025-11-07,1,Google Ads,Search - Used Cars,249.09,5614,108,6
2025-11-07,1,Meta Ads,Retargeting,200.43,7491,83,3
2025-11-07,1,TikTok,Awareness - Video,120.26,12390,116,2
2025-11-07,1,Email,Seasonal Promo,39.09,1605,50,1
2025-11-07,2,Google Ads,Search - Service,217.62,6415,165,6
2025-11-07,2,Meta Ads,Retargeting,122.27,7916,95,3
2025-11-07,2,TikTok,Leads - Shortform,92.08,8145,80,2
2025-11-07,2,Email,Newsletter,31.32,1005,21,1
2025-11-07,3,Google Ads,Search - Used Cars,212.8,6940,170,7
2025-11-07,3,Meta Ads,Retargeting,136.63,7760,86,3
2025-11-07,3,TikTok,Awareness - Video,124.19,10462,97,2
2025-11-07,3,Email,Service Reminder,38.0,1584,47,2
2025-11-07,4,Google Ads,Search - Brand,124.55,5916,167,9
2025-11-07,4,Meta Ads,Leads - SUVs,149.26,7880,145,4
2025-11-07,4,TikTok,Awareness - Video,75.28,9057,112,4
2025-11-07,4,Email,Service Reminder,22.81,934,39,2
2025-11-08,1,Google Ads,Search - Brand,211.87,5943,262,11
2025-11-08,1,Meta Ads,Retargeting,210.41,12371,231,7
2025-11-08,1,TikTok,Awareness - Video,92.27,9530,100,1
2025-11-08,1,Email,Seasonal Promo,43.11,1251,28,1
2025-11-08,2,Google Ads,Search - Service,274.22,5589,139,8
2025-11-08,2,Meta Ads,Leads - Offers,131.84,8238,111,5
2025-11-08,2,TikTok,Awareness - Video,110.83,9436,75,2
2025-11-08,2,Email,Seasonal Promo,46.91,1088,22,1
2025-11-08,3,Google Ads,Search - Used Cars,311.03,6552,123,6
2025-11-08,3,Meta Ads,Leads - SUVs,185.77,10023,80,2
2025-11-08,3,TikTok,Awareness - Video,109.35,16440,139,5
2025-11-08,3,Email,Newsletter,49.01,1423,59,1
2025-11-08,4,Google Ads,Search - Used Cars,174.15,6102,266,11
2025-11-08,4,Meta Ads,Leads - SUVs,109.83,5406,81,3
2025-11-08,4,TikTok,Awareness - Video,76.5,8810,103,2
2025-11-08,4,Email,Newsletter,44.12,1412,35,0
2025-11-09,1,Google Ads,Search - Service,273.52,9039,403,21
2025-11-09,1,Meta Ads,Leads - Offers,143.67,8889,108,5
2025-11-09,1,TikTok,Awareness - Video,126.66,14199,128,4
2025-11-09,1,Email,Service Reminder,55.49,1501,24,0
2025-11-09,2,Google Ads,Search - Used Cars,251.07,6753,236,11
2025-11-09,2,Meta Ads,Retargeting,197.84,6774,57,1
2025-11-09,2,TikTok,Awareness - Video,98.59,12887,169,4
2025-11-09,2,Email,Service Reminder,40.04,1760,28,1
2025-11-09,3,Google Ads,Search - Service,289.29,9796,344,23
2025-11-09,3,Meta Ads,Leads - Offers,232.02,8169,135,5
2025-11-09,3,TikTok,Leads - Shortform,146.84,16007,200,4
2025-11-09,3,Email,Service Reminder,41.97,1883,69,3
2025-11-09,4,Google Ads,Search - Used Cars,178.13,6497,221,12
2025-11-09,4,Meta Ads,Leads - SUVs,159.18,6422,56,1
2025-11-09,4,TikTok,Leads - Shortform,75.43,8684,59,1
2025-11-09,4,Email,Seasonal Promo,27.98,906,27,1
2025-11-10,1,Google Ads,Search - Service,253.01,5437,176,11
2025-11-10,1,Meta Ads,Leads - Offers,187.61,7726,87,3
2025-11-10,1,TikTok,Leads - Shortform,118.4,8670,69,1
2025-11-10,1,Email,Newsletter,36.65,1627,33,0
2025-11-10,2,Google Ads,Search - Service,223.01,6446,288,12
2025-11-10,2,Meta Ads,Leads - SUVs,179.04,6751,90,3
2025-11-10,2,TikTok,Leads - Shortform,83.7,7054,76,2
2025-11-10,2,Email,Newsletter,45.65,1141,46,1
2025-11-10,3,Google Ads,Search - Brand,235.99,7595,208,8
2025-11-10,3,Meta Ads,Leads - SUVs,140.95,7566,83,3
2025-11-10,3,TikTok,Awareness - Video,127.78,13152,121,3
2025-11-10,3,Email,Seasonal Promo,38.9,1180,45,1
2025-11-10,4,Google Ads,Search - Service,129.39,4876,173,8
2025-11-10,4,Meta Ads,Leads - SUVs,116.16,5669,66,3
2025-11-10,4,TikTok,Leads - Shortform,87.8,9620,89,1
2025-11-10,4,Email,Service Reminder,32.61,933,25,1
2025-11-11,1,Google Ads,Search - Brand,200.41,7900,240,10
2025-11-11,1,Meta Ads,Leads - Offers,126.89,6882,121,4
2025-11-11,1,TikTok,Leads - Shortform,117.61,8442,74,1
2025-11-11,1,Email,Newsletter,49.59,1057,31,1
2025-11-11,2,Google Ads,Search - Brand,237.64,5805,112,7
2025-11-11,2,Meta Ads,Leads - SUVs,118.44,9018,146,7
2025-11-11,2,TikTok,Awareness - Video,101.81,10260,77,2
2025-11-11,2,Email,Seasonal Promo,32.07,1151,35,1
2025-11-11,3,Google Ads,Search - Brand,169.07,6955,267,10
2025-11-11,3,Meta Ads,Leads - SUVs,138.04,9688,141,6
2025-11-11,3,TikTok,Leads - Shortform,117.88,9708,77,2
2025-11-11,3,Email,Service Reminder,41.53,1344,21,0
2025-11-11,4,Google Ads,Search - Used Cars,181.57,5633,162,6
2025-11-11,4,Meta Ads,Leads - SUVs,116.69,4889,65,2
2025-11-11,4,TikTok,Awareness - Video,59.86,6047,80,1
2025-11-11,4,Email,Seasonal Promo,30.39,753,22,0
2025-11-12,1,Google Ads,Search - Service,232.52,7569,175,12
2025-11-12,1,Meta Ads,Leads - SUVs,144.86,10300,180,8
2025-11-12,1,TikTok,Awareness - Video,81.54,9485,114,2
2025-11-12,1,Email,Seasonal Promo,35.95,1538,29,1
2025-11-12,2,Google Ads,Search - Service,165.25,5366,125,6
2025-11-12,2,Meta Ads,Retargeting,180.24,8780,164,5
2025-11-12,2,TikTok,Leads - Shortform,76.81,9686,107,2
2025-11-12,2,Email,Service Reminder,38.01,1255,52,1
2025-11-12,3,Google Ads,Search - Used Cars,191.83,8597,288,14
2025-11-12,3,Meta Ads,Leads - Offers,164.21,7301,123,3
2025-11-12,3,TikTok,Leads - Shortform,98.38,13908,180,6
2025-11-12,3,Email,Service Reminder,47.2,1555,33,1
2025-11-12,4,Google Ads,Search - Brand,125.66,3935,140,5
2025-11-12,4,Meta Ads,Leads - Offers,123.79,5660,80,3
2025-11-12,4,TikTok,Leads - Shortform,80.21,8111,61,1
2025-11-12,4,Email,Service Reminder,24.83,725,28,1
2025-11-13,1,Google Ads,Search - Service,234.94,5921,148,5
2025-11-13,1,Meta Ads,Retargeting,185.84,10600,160,7
2025-11-13,1,TikTok,Leads - Shortform,90.0,12787,81,2
2025-11-13,1,Email,Service Reminder,33.74,1070,45,1
2025-11-13,2,Google Ads,Search - Used Cars,159.75,6116,193,11
2025-11-13,2,Meta Ads,Retargeting,122.43,6937,80,2
2025-11-13,2,TikTok,Leads - Shortform,104.12,6615,84,2
2025-11-13,2,Email,Service Reminder,28.89,1288,26,1
2025-11-13,3,Google Ads,Search - Service,260.52,8309,208,8
2025-11-13,3,Meta Ads,Retargeting,171.6,8608,150,6
2025-11-13,3,TikTok,Leads - Shortform,96.45,13504,177,3
2025-11-13,3,Email,Seasonal Promo,31.65,1189,26,1
2025-11-13,4,Google Ads,Search - Used Cars,139.14,3922,166,9
2025-11-13,4,Meta Ads,Retargeting,146.87,7640,110,4
2025-11-13,4,TikTok,Awareness - Video,89.69,7322,86,2
2025-11-13,4,Email,Service Reminder,33.87,908,29,1
2025-11-14,1,Google Ads,Search - Service,246.6,5626,122,4
2025-11-14,1,Meta Ads,Leads - Offers,129.37,9189,78,2
2025-11-14,1,TikTok,Awareness - Video,79.48,10703,95,3
2025-11-14,1,Email,Seasonal Promo,47.21,992,40,2
2025-11-14,2,Google Ads,Search - Brand,142.18,7191,306,19
2025-11-14,2,Meta Ads,Leads - Offers,167.63,8334,95,3
2025-11-14,2,TikTok,Awareness - Video,106.23,10083,84,2
2025-11-14,2,Email,Service Reminder,27.41,1023,24,1
2025-11-14,3,Google Ads,Search - Service,209.34,5649,215,13
2025-11-14,3,Meta Ads,Leads - Offers,159.56,10274,124,5
2025-11-14,3,TikTok,Awareness - Video,117.29,12677,134,3
2025-11-14,3,Email,Service Reminder,30.93,1131,42,2
2025-11-14,4,Google Ads,Search - Brand,185.13,4840,212,11
2025-11-14,4,Meta Ads,Retargeting,142.63,5441,57,2
2025-11-14,4,TikTok,Leads - Shortform,62.5,9479,115,3
2025-11-14,4,Email,Seasonal Promo,30.08,752,18,0
2025-11-15,1,Google Ads,Search - Used Cars,276.45,5058,119,5
2025-11-15,1,Meta Ads,Retargeting,180.15,8946,166,5
2025-11-15,1,TikTok,Leads - Shortform,94.15,12227,140,4
2025-11-15,1,Email,Newsletter,41.6,1332,26,1
2025-11-15,2,Google Ads,Search - Used Cars,231.34,5517,133,6
2025-11-15,2,Meta Ads,Retargeting,196.04,7421,76,2
2025-11-15,2,TikTok,Awareness - Video,117.48,13578,160,5
2025-11-15,2,Email,Service Reminder,34.13,1217,25,1
2025-11-15,3,Google Ads,Search - Brand,204.77,5835,128,6
2025-11-15,3,Meta Ads,Leads - SUVs,181.76,8230,128,4
2025-11-15,3,TikTok,Awareness - Video,144.04,11816,72,2
2025-11-15,3,Email,Service Reminder,51.51,1530,51,1
2025-11-15,4,Google Ads,Search - Service,149.05,6334,233,13
2025-11-15,4,Meta Ads,Retargeting,127.83,5968,99,5
2025-11-15,4,TikTok,Awareness - Video,93.23,9281,89,2
2025-11-15,4,Email,Seasonal Promo,36.61,1308,29,1
2025-11-16,1,Google Ads,Search - Used Cars,222.6,7464,216,13
2025-11-16,1,Meta Ads,Leads - Offers,212.03,8508,69,3
2025-11-16,1,TikTok,Awareness - Video,87.56,11681,85,2
2025-11-16,1,Email,Newsletter,44.7,1139,36,1
2025-11-16,2,Google Ads,Search - Used Cars,210.15,6010,262,12
2025-11-16,2,Meta Ads,Retargeting,136.14,8734,167,8
2025-11-16,2,TikTok,Leads - Shortform,111.1,8851,80,1
2025-11-16,2,Email,Newsletter,38.78,1261,45,1
2025-11-16,3,Google Ads,Search - Service,293.61,9412,413,22
2025-11-16,3,Meta Ads,Leads - Offers,150.55,11543,204,9
2025-11-16,3,TikTok,Leads - Shortform,127.25,13453,168,3
2025-11-16,3,Email,Seasonal Promo,49.41,1757,69,2
2025-11-16,4,Google Ads,Search - Used Cars,156.08,6224,156,8
2025-11-16,4,Meta Ads,Leads - SUVs,162.51,7764,106,5
2025-11-16,4,TikTok,Leads - Shortform,78.17,9194,78,2
2025-11-16,4,Email,Seasonal Promo,34.97,1155,29,1
2025-11-17,1,Google Ads,Search - Used Cars,220.84,4633,187,11
2025-11-17,1,Meta Ads,Leads - Offers,162.24,6654,58,2
2025-11-17,1,TikTok,Awareness - Video,100.48,11723,87,2
2025-11-17,1,Email,Newsletter,32.12,1161,36,1
2025-11-17,2,Google Ads,Search - Service,202.0,6491,151,9
2025-11-17,2,Meta Ads,Retargeting,108.39,8854,142,4
2025-11-17,2,TikTok,Awareness - Video,77.89,7420,52,1
2025-11-17,2,Email,Newsletter,34.06,1356,48,1
2025-11-17,3,Google Ads,Search - Brand,236.17,6047,200,11
2025-11-17,3,Meta Ads,Leads - SUVs,147.13,7998,156,4
2025-11-17,3,TikTok,Leads - Shortform,107.76,7235,78,2
2025-11-17,3,Email,Service Reminder,45.29,1004,29,1
2025-11-17,4,Google Ads,Search - Brand,131.4,5315,148,8
2025-11-17,4,Meta Ads,Retargeting,114.18,7428,84,3
2025-11-17,4,TikTok,Leads - Shortform,73.4,8547,71,2
2025-11-17,4,Email,Service Reminder,25.48,1135,46,1
2025-11-18,1,Google Ads,Search - Brand,172.85,5112,172,10
2025-11-18,1,Meta Ads,Leads - Offers,140.49,8185,105,4
2025-11-18,1,TikTok,Leads - Shortform,85.63,6694,50,1
2025-11-18,1,Email,Seasonal Promo,41.91,925,27,1
2025-11-18,2,Google Ads,Search - Service,182.07,5884,139,8
2025-11-18,2,Meta Ads,Leads - SUVs,143.57,5821,92,4
2025-11-18,2,TikTok,Leads - Shortform,98.78,10843,121,3
2025-11-18,2,Email,Newsletter,38.62,1136,25,0
2025-11-18,3,Google Ads,Search - Service,206.29,7572,238,13
2025-11-18,3,Meta Ads,Leads - Offers,175.54,7880,128,5
2025-11-18,3,TikTok,Awareness - Video,75.15,9254,99,3
2025-11-18,3,Email,Newsletter,38.13,1199,21,0
2025-11-18,4,Google Ads,Search - Brand,106.12,4733,211,13
2025-11-18,4,Meta Ads,Leads - Offers,129.58,4554,37,1
2025-11-18,4,TikTok,Awareness - Video,68.58,8061,107,2
2025-11-18,4,Email,Seasonal Promo,30.26,1057,38,0
2025-11-19,1,Google Ads,Search - Used Cars,226.15,4189,79,3
2025-11-19,1,Meta Ads,Retargeting,159.36,8362,105,3
2025-11-19,1,TikTok,Awareness - Video,115.15,11253,122,3
2025-11-19,1,Email,Seasonal Promo,40.59,1168,23,1
2025-11-19,2,Google Ads,Search - Used Cars,169.14,6100,184,8
2025-11-19,2,Meta Ads,Retargeting,122.03,6187,95,4
2025-11-19,2,TikTok,Leads - Shortform,101.36,9713,59,1
2025-11-19,2,Email,Service Reminder,34.68,1355,30,1
2025-11-19,3,Google Ads,Search - Used Cars,174.36,4188,105,5
2025-11-19,3,Meta Ads,Retargeting,184.08,9435,164,6
2025-11-19,3,TikTok,Awareness - Video,113.02,11931,126,3
2025-11-19,3,Email,Seasonal Promo,41.53,1508,38,0
2025-11-19,4,Google Ads,Search - Service,168.42,3556,122,7
2025-11-19,4,Meta Ads,Leads - SUVs,118.96,7246,108,3
2025-11-19,4,TikTok,Leads - Shortform,67.86,5212,64,2
2025-11-19,4,Email,Newsletter,25.56,886,20,1
2025-11-20,1,Google Ads,Search - Brand,156.5,4568,168,8
2025-11-20,1,Meta Ads,Retargeting,133.71,8999,164,5
2025-11-20,1,TikTok,Leads - Shortform,86.66,7062,78,2
2025-11-20,1,Email,Newsletter,32.65,881,20,0
2025-11-20,2,Google Ads,Search - Service,167.72,5368,134,8
2025-11-20,2,Meta Ads,Leads - SUVs,104.89,6812,102,4
2025-11-20,2,TikTok,Awareness - Video,74.05,6102,46,1
2025-11-20,2,Email,Newsletter,25.08,807,21,1
2025-11-20,3,Google Ads,Search - Service,206.5,7390,273,11
2025-11-20,3,Meta Ads,Leads - SUVs,154.95,8720,169,7
2025-11-20,3,TikTok,Leads - Shortform,81.19,11674,104,2
2025-11-20,3,Email,Seasonal Promo,32.31,925,20,0
2025-11-20,4,Google Ads,Search - Brand,120.16,4210,159,9
2025-11-20,4,Meta Ads,Leads - SUVs,82.71,4482,76,4
2025-11-20,4,TikTok,Leads - Shortform,71.42,6594,73,2
2025-11-20,4,Email,Service Reminder,23.35,694,20,0
2025-11-21,1,Google Ads,Search - Brand,180.09,6976,276,12
2025-11-21,1,Meta Ads,Leads - Offers,112.3,8168,101,4
2025-11-21,1,TikTok,Leads - Shortform,112.47,11490,104,1
2025-11-21,1,Email,Newsletter,34.74,1061,42,1
2025-11-21,2,Google Ads,Search - Brand,140.39,4957,208,11
2025-11-21,2,Meta Ads,Leads - Offers,114.79,6594,65,2
2025-11-21,2,TikTok,Leads - Shortform,76.64,6690,66,1
2025-11-21,2,Email,Service Reminder,26.23,1324,22,1
2025-11-21,3,Google Ads,Search - Used Cars,154.62,6727,297,15
2025-11-21,3,Meta Ads,Leads - SUVs,185.54,9987,91,3
2025-11-21,3,TikTok,Awareness - Video,74.36,10846,90,3
2025-11-21,3,Email,Newsletter,36.06,1214,36,1
2025-11-21,4,Google Ads,Search - Used Cars,130.9,5155,123,7
2025-11-21,4,Meta Ads,Leads - Offers,123.28,5709,61,2
2025-11-21,4,TikTok,Awareness - Video,78.77,8344,98,3
2025-11-21,4,Email,Newsletter,22.44,907,32,1
2025-11-22,1,Google Ads,Search - Service,212.43,7743,330,18
2025-11-22,1,Meta Ads,Leads - SUVs,150.14,10563,194,8
2025-11-22,1,TikTok,Awareness - Video,100.43,12178,86,2
2025-11-22,1,Email,Newsletter,34.49,1564,40,1
2025-11-22,2,Google Ads,Search - Service,233.58,7519,149,7
2025-11-22,2,Meta Ads,Leads - Offers,173.04,9758,115,5
2025-11-22,2,TikTok,Leads - Shortform,99.71,11897,99,2
2025-11-22,2,Email,Seasonal Promo,37.25,1225,37,1
2025-11-22,3,Google Ads,Search - Brand,183.07,5950,196,13
2025-11-22,3,Meta Ads,Leads - Offers,136.29,10238,105,3
2025-11-22,3,TikTok,Leads - Shortform,111.02,12310,83,3
2025-11-22,3,Email,Seasonal Promo,35.83,1224,35,1
2025-11-22,4,Google Ads,Search - Brand,158.73,3974,95,5
2025-11-22,4,Meta Ads,Leads - SUVs,135.85,5174,92,4
2025-11-22,4,TikTok,Leads - Shortform,85.28,8227,89,1
2025-11-22,4,Email,Newsletter,34.42,901,20,0
2025-11-23,1,Google Ads,Search - Used Cars,242.6,7739,150,8
2025-11-23,1,Meta Ads,Retargeting,198.41,7419,96,4
2025-11-23,1,TikTok,Leads - Shortform,84.31,8514,73,1
2025-11-23,1,Email,Seasonal Promo,30.99,1075,47,2
2025-11-23,2,Google Ads,Search - Brand,146.81,6343,159,9
2025-11-23,2,Meta Ads,Leads - SUVs,158.38,9438,79,2
2025-11-23,2,TikTok,Awareness - Video,96.65,9187,125,3
2025-11-23,2,Email,Service Reminder,34.37,999,16,0
2025-11-23,3,Google Ads,Search - Service,222.4,5272,112,4
2025-11-23,3,Meta Ads,Leads - SUVs,205.44,9535,107,5
2025-11-23,3,TikTok,Leads - Shortform,127.92,11656,123,3
2025-11-23,3,Email,Newsletter,43.56,1287,53,1
2025-11-23,4,Google Ads,Search - Used Cars,133.34,4768,135,7
2025-11-23,4,Meta Ads,Leads - Offers,146.04,5146,99,3
2025-11-23,4,TikTok,Leads - Shortform,77.12,6745,93,2
2025-11-23,4,Email,Newsletter,24.98,757,31,1
2025-11-24,1,Google Ads,Search - Service,204.79,5600,250,15
2025-11-24,1,Meta Ads,Leads - Offers,134.92,8303,80,2
2025-11-24,1,TikTok,Leads - Shortform,105.04,9146,108,3
2025-11-24,1,Email,Service Reminder,31.12,1225,41,1
2025-11-24,2,Google Ads,Search - Service,172.36,5043,221,12
2025-11-24,2,Meta Ads,Leads - SUVs,151.03,5974,92,3
2025-11-24,2,TikTok,Leads - Shortform,90.59,7212,63,1
2025-11-24,2,Email,Seasonal Promo,33.02,983,24,1
2025-11-24,3,Google Ads,Search - Brand,192.36,6820,202,10
2025-11-24,3,Meta Ads,Leads - Offers,116.63,9853,117,5
2025-11-24,3,TikTok,Awareness - Video,116.1,7768,73,2
2025-11-24,3,Email,Newsletter,28.01,1042,43,1
2025-11-24,4,Google Ads,Search - Used Cars,134.95,4130,150,7
2025-11-24,4,Meta Ads,Leads - SUVs,80.16,6163,82,2
2025-11-24,4,TikTok,Awareness - Video,67.74,5079,45,1
2025-11-24,4,Email,Seasonal Promo,31.59,693,14,0
2025-11-25,1,Google Ads,Search - Service,167.45,5651,226,10
2025-11-25,1,Meta Ads,Leads - SUVs,131.89,5640,66,2
2025-11-25,1,TikTok,Leads - Shortform,99.47,10831,150,5
2025-11-25,1,Email,Service Reminder,37.64,1165,45,1
2025-11-25,2,Google Ads,Search - Service,174.44,4622,207,12
2025-11-25,2,Meta Ads,Leads - Offers,141.39,4882,39,1
2025-11-25,2,TikTok,Awareness - Video,100.24,7784,52,0
2025-11-25,2,Email,Newsletter,27.36,1049,33,1
2025-11-25,3,Google Ads,Search - Service,161.01,6146,134,7
2025-11-25,3,Meta Ads,Retargeting,118.46,6004,60,2
2025-11-25,3,TikTok,Leads - Shortform,100.15,11223,72,1
2025-11-25,3,Email,Seasonal Promo,33.6,1336,34,0
2025-11-25,4,Google Ads,Search - Service,104.95,3344,116,4
2025-11-25,4,Meta Ads,Leads - Offers,124.84,5872,114,4
2025-11-25,4,TikTok,Awareness - Video,58.73,4877,65,2
2025-11-25,4,Email,Service Reminder,19.66,1014,29,1
2025-11-26,1,Google Ads,Search - Brand,159.5,5222,195,9
2025-11-26,1,Meta Ads,Leads - SUVs,135.14,8595,71,3
2025-11-26,1,TikTok,Awareness - Video,76.57,8373,62,2
2025-11-26,1,Email,Service Reminder,33.74,1075,26,1
2025-11-26,2,Google Ads,Search - Used Cars,194.33,4650,114,5
2025-11-26,2,Meta Ads,Leads - SUVs,119.87,6693,75,2
2025-11-26,2,TikTok,Awareness - Video,72.77,6499,49,1
2025-11-26,2,Email,Newsletter,33.39,1040,40,1
2025-11-26,3,Google Ads,Search - Service,234.76,4813,210,11
2025-11-26,3,Meta Ads,Leads - Offers,175.16,8794,169,9
2025-11-26,3,TikTok,Leads - Shortform,99.67,8792,70,2
2025-11-26,3,Email,Newsletter,30.18,1369,48,1
2025-11-26,4,Google Ads,Search - Brand,145.93,4301,113,5
2025-11-26,4,Meta Ads,Leads - Offers,115.46,6570,70,2
2025-11-26,4,TikTok,Awareness - Video,53.03,8443,105,3
2025-11-26,4,Email,Newsletter,20.6,771,16,0
2025-11-27,1,Google Ads,Search - Used Cars,210.39,6949,286,12
2025-11-27,1,Meta Ads,Leads - SUVs,120.58,7089,124,5
2025-11-27,1,TikTok,Leads - Shortform,70.53,10378,100,3
2025-11-27,1,Email,Service Reminder,33.3,1250,25,0
2025-11-27,2,Google Ads,Search - Brand,160.83,5496,162,10
2025-11-27,2,Meta Ads,Leads - Offers,123.52,5091,59,2
2025-11-27,2,TikTok,Awareness - Video,87.16,7064,70,2
